   5.84199950E-02   8.24198055       15.4660187    
   5.89149967E-02   8.99383163       14.8837452    
   5.94099984E-02   9.70853329       14.2671261    
   5.99049963E-02   10.3846159       13.6183615    
   6.03999980E-02   11.0207424       12.9396868    
   6.08949959E-02   11.6156816       12.2334204    
   6.13899976E-02   12.1683378       11.5019121    
   6.18849955E-02   12.6777458       10.7475471    
   6.23799972E-02   13.1430616       9.97275448    
   6.28749952E-02   13.5635796       9.17996883    
   6.33699968E-02   13.9387169       8.37166119    
   6.38649985E-02   14.2680264       7.55031395    
   6.43600002E-02   14.5511847       6.71842241    
   6.48550019E-02   14.7880068       5.87843895    
   6.53500035E-02   14.9784288       5.03287458    
   6.58449978E-02   15.1225176       4.18418026    
   6.63399994E-02   15.2204704       3.33477855    
   6.68350011E-02   15.2726030       2.48709130    
   6.73300028E-02   15.2793550       1.64350975    
   6.78249970E-02   15.2412872      0.806373477    
   6.83199987E-02   15.1590738      -2.20366232E-02
   6.88150004E-02   15.0335073     -0.839473605    
   6.93100020E-02   14.8654919      -1.64372981    
   6.98050037E-02   14.6560316      -2.43269610    
   7.02999979E-02   14.4062490      -3.20428991    
   7.07949996E-02   14.1173401      -3.95655870    
   7.12900013E-02   13.7906179      -4.68757057    
   7.17850029E-02   13.4274769      -5.39549446    
   7.22799972E-02   13.0294037      -6.07857895    
   7.27749988E-02   12.5979586      -6.73518085    
   7.32700005E-02   12.1347790      -7.36373091    
   7.37650022E-02   11.6415739      -7.96276379    
   7.42599964E-02   11.1201239      -8.53089428    
   7.47549981E-02   10.5722494      -9.06687641    
   7.52499998E-02   9.99985313      -9.56953239    
   7.57450014E-02   9.40485287      -10.0378180    
   7.62400031E-02   8.78925037      -10.4707680    
   7.67349973E-02   8.15504742      -10.8675480    
   7.72299990E-02   7.50428581      -11.2274389    
   7.77250007E-02   6.83903027      -11.5498247    
   7.82200024E-02   6.16139030      -11.8341913    
   7.87149966E-02   5.47345686      -12.0801497    
   7.92099983E-02   4.77732944      -12.2874298    
   7.97049999E-02   4.07511425      -12.4558659    
   8.02000016E-02   3.36893320      -12.5853968    
   8.06950033E-02   2.66087437      -12.6760855    
   8.11899975E-02   1.95301998      -12.7280970    
   8.16849992E-02   1.24739408      -12.7417097    
   8.21800008E-02  0.546046078      -12.7173014    
   8.26750025E-02 -0.149027735      -12.6553602    
   8.31699967E-02 -0.835869849      -12.5564766    
   8.36649984E-02  -1.51259243      -12.4213343    
   8.41600001E-02  -2.17731118      -12.2507181    
   8.46550018E-02  -2.82822013      -12.0455084    
   8.51499960E-02  -3.46356058      -11.8066730    
   8.56449977E-02  -4.08166838      -11.5352583    
   8.61399993E-02  -4.68089914      -11.2324047    
   8.66350010E-02  -5.25970030      -10.8993311    
   8.71300027E-02  -5.81659889      -10.5373230    
   8.76249969E-02  -6.35018682      -10.1477470    
   8.81199986E-02  -6.85915136      -9.73202133    
   8.86150002E-02  -7.34225035      -9.29163742    
   8.91100019E-02  -7.79833698      -8.82813454    
   8.96049961E-02  -8.22634411      -8.34311581    
   9.00999978E-02  -8.62530518      -7.83822060    
   9.05949995E-02  -8.99434280      -7.31512737    
   9.10900012E-02  -9.33267784      -6.77554989    
   9.15850028E-02  -9.63962173      -6.22124958    
   9.20799971E-02  -9.91457653      -5.65401030    
   9.25749987E-02  -10.1570644      -5.07561350    
   9.30700004E-02  -10.3666878      -4.48786831    
   9.35650021E-02  -10.5431557      -3.89259863    
   9.40599963E-02  -10.6862659      -3.29166031    
   9.45549980E-02  -10.7959299      -2.68683887    
   9.50499997E-02  -10.8721457      -2.07996869    
   9.55450013E-02  -10.9150133      -1.47285700    
   9.60399956E-02  -10.9247246     -0.867314637    
   9.65349972E-02  -10.9015722     -0.265096635    
   9.70299989E-02  -10.8459349      0.332051486    
   9.75250006E-02  -10.7582874      0.922412932    
   9.80200022E-02  -10.6391878       1.50430322    
   9.85149965E-02  -10.4892912       2.07607102    
   9.90099981E-02  -10.3093243       2.63613939    
   9.95049998E-02  -10.1000977       3.18296313    
